Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Car,Petrol,1.379863504,27,210511,15.40194749,0.328011735,Highway,Free flow,37.2270022,77.43019768,6.714657927,963.1035117,93.28328563,0.403086895,0.015904131,0.065487706,0.081498225,Low
Truck,Hybrid,3.482481894,27,7771,0.880515027,0.832453328,Highway,Heavy,0.564116998,67.79254153,12.87182134,1049.196922,412.9724238,1.084676907,0.01503639,0.060778387,0.095479967,High
Bus,Electric,2.191481919,19,165189,14.99623418,2.905472206,City,Heavy,-2.626717101,39.69091219,11.25351478,955.1404466,203.58347,1.854491494,0.181031127,0.046499066,0.037803331,Medium
Truck,Diesel,5.144497174,8,101290,114.7421481,1.162150371,Rural,Moderate,-9.093008305,13.63391673,13.04134631,957.0836671,399.0145782,0.924338745,0.19913314,0.012326005,0.052334554,High
Truck,Electric,0.876405621,22,208130,91.69041396,4.67200349,City,Heavy,1.562842816,28.8775275,1.073931018,957.5735274,469.1860742,0.865172192,0.066472868,0.02323896,0.022577629,High
Bus,Diesel,2.771289053,12,193209,116.0539593,3.777952904,City,Moderate,6.717572058,34.70771384,18.62238411,1037.060064,190.8609004,0.485950601,0.033847665,0.056094035,0.036308621,Medium
Truck,Electric,2.554196843,17,34890,4.285045165,1.366457565,Rural,Moderate,2.062131682,35.80764674,0.419390995,1022.858931,254.1972727,1.532198391,0.01359738,0.068125982,0.08957108,Medium
Car,Electric,0.900503681,16,93740,81.62644846,0.030507056,City,Free flow,29.86920702,56.54896151,0.16064992,1047.305295,89.38066377,0.678077561,0.181348413,0.026132702,0.02615998,Low
Motorcycle,Diesel,1.446715675,24,8689,5.315223168,3.997236956,Highway,Heavy,27.47152496,20.83828081,4.523060048,956.6560333,182.6783719,1.981763901,0.077960743,0.071124895,0.094785585,Medium
Motorcycle,Hybrid,2.95094191,0,28063,93.84677626,2.120448548,Rural,Moderate,-5.949292766,18.96611291,19.86991839,1019.167564,295.8091689,0.416842616,0.103532934,0.057119439,0.060284894,Medium
Bus,Petrol,3.362895839,21,210670,45.71402073,3.211888559,City,Moderate,24.86608041,71.69627019,1.450648692,1003.326928,131.0846315,0.104260131,0.081294422,0.070322332,0.073338134,Low
Truck,Hybrid,2.902306686,14,1363,11.49184321,1.434874127,City,Free flow,16.02925599,0.750055043,17.49000348,1013.913619,291.6511573,1.124895014,0.182347079,0.057450555,0.04536123,Medium
Car,Petrol,3.560875928,1,147763,68.16559701,0.714366297,Rural,Free flow,-3.391694681,14.95194354,3.181781409,1001.291637,190.7965769,0.230418862,0.1681799,0.048511091,0.031075885,Medium
Car,Hybrid,3.89468471,15,133823,33.61442359,3.376557959,Highway,Free flow,26.97677152,43.49580823,2.182065864,1017.534696,495.5216497,0.802353633,0.180286077,0.038293028,0.053408385,High
Bus,Diesel,0.85160387,19,7782,79.14887302,2.251622941,Highway,Free flow,-5.697721741,14.90831661,15.57940795,1040.705909,219.0704545,0.958130989,0.091653551,0.02494851,0.037467028,Medium
Motorcycle,Diesel,3.213294829,21,143612,78.98097114,1.175848505,City,Moderate,-1.14246671,95.98125513,16.93357429,1008.747388,67.57530222,0.571817314,0.051189449,0.017755553,0.056807894,Low
Truck,Petrol,5.810196053,4,223628,84.60089689,0.688139998,Highway,Moderate,-2.538675922,67.01039515,15.84365777,1039.641588,262.8294656,1.958435147,0.124391357,0.087083159,0.019044788,Medium
Car,Electric,3.498967857,26,202456,119.0958095,2.902397972,Rural,Heavy,36.95167021,43.27695115,4.820577584,1028.216232,200.3099227,0.75517697,0.050122401,0.058906203,0.092576543,Medium
Car,Diesel,4.323219791,21,63177,46.40372519,3.627749701,Highway,Heavy,24.90780016,11.22553479,17.59685452,1036.492403,216.5128141,0.374934498,0.071790961,0.098887181,0.034670959,Medium
Bus,Electric,2.421692061,18,58396,55.83785694,1.419434811,Highway,Heavy,10.56429646,38.51862902,1.437708644,1015.925087,216.7401091,0.170906011,0.189569584,0.085948176,0.067088799,Medium
Truck,Petrol,4.824755166,4,279021,96.55340412,3.675712677,City,Heavy,31.11020754,65.06016687,6.839549265,1001.860578,446.5265666,0.687903587,0.175507089,0.020514517,0.068303601,High
Truck,Diesel,4.819191706,1,18405,69.40440276,0.915610994,Rural,Moderate,0.797970476,96.88142034,9.263662515,956.9554374,274.2190558,1.66001947,0.093060595,0.088408639,0.032523062,Medium
Car,Electric,3.510739448,6,116435,4.470865283,1.692078455,Highway,Free flow,36.55466395,47.26873636,1.354705432,1033.490246,163.7784575,0.567274335,0.070940991,0.07985699,0.099708596,Medium
Car,Hybrid,5.875271881,2,46233,101.1694224,3.724411434,Highway,Heavy,24.84986604,69.24122461,11.59686557,974.201074,406.6266036,1.237552168,0.119980931,0.098890396,0.053527751,High
Bus,Petrol,1.452861117,16,283615,6.179841833,3.300717598,City,Free flow,17.97903205,19.53589973,11.18766034,953.6660993,249.5509118,1.979320346,0.154963985,0.08997931,0.077933895,Medium
Car,Diesel,0.888127857,29,265446,20.49841638,1.352618135,Rural,Free flow,29.73242244,62.36333707,19.8436515,1001.907118,115.409999,0.752819709,0.046906829,0.042161288,0.012833369,Low
Bus,Diesel,4.804822701,23,211045,12.24959604,0.610675008,City,Free flow,22.23904907,23.90548999,12.43328006,1013.251564,499.3242447,1.270380834,0.182309907,0.067771002,0.030714015,High
Truck,Petrol,4.997208794,23,97972,9.351255946,0.212367125,Highway,Moderate,34.35546375,19.81340521,7.950913536,1016.18314,62.31100847,1.23910239,0.045632527,0.067359295,0.01950151,Low
Truck,Petrol,1.425077591,2,202763,3.082185037,4.1895759,City,Moderate,31.457633,50.92205617,15.80369695,1016.971579,369.1552497,1.229166352,0.12591979,0.09471276,0.041297931,High
Bus,Diesel,2.181030731,12,228088,6.603325677,0.375709748,Highway,Heavy,-0.108474748,21.16642974,6.699340083,1015.372239,431.4004174,1.911438101,0.114470037,0.025570287,0.076957969,High
Motorcycle,Petrol,0.89127229,6,123811,53.0927027,0.574225761,City,Free flow,1.983190027,72.13275272,10.65737309,1030.819214,209.2159893,1.593266363,0.072498819,0.049709752,0.022689882,Medium
Motorcycle,Hybrid,2.325204776,24,59269,30.3422724,1.188553151,Rural,Heavy,-6.745129311,93.7336591,1.109392136,1026.936161,120.8045256,0.116758772,0.116666048,0.062305091,0.047202095,Low
Truck,Diesel,4.820337744,23,103558,15.18442601,2.228348521,Highway,Moderate,1.009945859,39.36021024,6.453315489,1031.283403,246.451095,0.153015599,0.177213882,0.010541945,0.02764158,Medium
Bus,Petrol,3.493394744,2,90868,79.04466513,3.948935401,Highway,Heavy,7.174443247,32.24614034,10.5621603,996.0262139,267.1147249,0.176075776,0.072786332,0.023162366,0.030414317,Medium
Motorcycle,Petrol,2.610097084,14,257882,27.13342928,1.23740163,Highway,Heavy,-8.558632241,17.58848936,14.04623787,956.2818746,499.8665825,0.792742368,0.178197513,0.068257321,0.01439405,High
Bus,Diesel,2.733044334,28,97383,2.273898641,2.717541242,City,Free flow,5.748127311,39.03964276,1.980655807,1013.957626,58.75955238,0.935303817,0.021907432,0.052505285,0.055717515,Low
Motorcycle,Electric,0.807038854,17,297428,50.21037405,0.45186261,Highway,Moderate,28.57729208,55.96340905,15.94373458,971.0214748,345.1477747,1.63369678,0.111414506,0.033264464,0.024947216,High
Bus,Diesel,2.358962743,28,229297,37.25195904,2.322555026,City,Heavy,32.0163799,37.2969413,18.00317973,1035.952156,412.0019048,1.308953454,0.065657913,0.02703827,0.037741276,High
Truck,Hybrid,4.161585457,9,89294,38.23253176,0.888194967,Rural,Heavy,-9.556335501,62.30762185,5.620743311,1022.166572,328.0568489,1.999954351,0.186767756,0.07797702,0.042201608,High
Motorcycle,Petrol,5.865811108,22,205446,53.43240338,1.055957794,City,Moderate,-9.642648087,66.2423415,15.30693162,1026.586988,333.4691439,1.608677881,0.018958302,0.054737614,0.030482656,High
Bus,Hybrid,5.2047163,6,245954,80.26967127,1.834142171,Highway,Moderate,-2.684644587,9.782956201,3.606969823,978.642221,443.889888,1.759630875,0.013556851,0.035962838,0.053030972,High
Car,Petrol,0.922693816,8,226419,73.9774944,3.806738494,Highway,Heavy,33.62885304,69.7782706,10.46831744,1013.30541,304.3266998,0.445767133,0.16381625,0.040784023,0.01795379,High
Motorcycle,Diesel,5.472515144,4,174115,112.4713932,3.71993215,Rural,Moderate,13.46390256,90.03175309,15.9527073,1002.808394,446.7134081,1.318712453,0.150529638,0.078628504,0.073636373,High
Motorcycle,Electric,4.872631749,19,94852,62.12599996,2.074864882,City,Moderate,39.14510381,2.625214861,7.729833712,976.8451865,144.5836409,0.38312988,0.03946823,0.043714253,0.036249298,Low
Motorcycle,Hybrid,4.857955843,7,77080,56.70838917,0.593355771,Highway,Heavy,34.36657329,55.13522106,0.526005041,1031.222563,282.2551874,1.382446511,0.188991781,0.045359941,0.056022179,Medium
Motorcycle,Diesel,3.181577947,13,196062,25.60973223,1.4034581,City,Moderate,34.50640567,60.38743738,10.7993475,1004.995842,65.11821713,1.638350679,0.176029591,0.056432875,0.020334083,Low
Motorcycle,Electric,2.869627523,3,81863,90.64575466,2.526778883,Highway,Moderate,-3.576178404,70.98153351,16.89399746,969.0788256,411.5675705,0.670513174,0.056158035,0.015403373,0.012338829,High
Car,Diesel,2.37516179,19,16705,16.89309315,4.347058893,Highway,Heavy,13.76146746,38.57686638,2.166547546,980.5247125,399.7780505,0.417708285,0.140040179,0.074854912,0.041462521,High
Bus,Hybrid,1.141613267,27,63131,58.93594678,4.841273074,City,Heavy,39.67952987,81.87103169,0.592828043,972.7107459,292.5679568,0.551081562,0.091421181,0.018106387,0.070540361,Medium
Car,Hybrid,1.98682389,13,209545,50.55866381,3.187354675,Highway,Moderate,-2.547788487,53.98964662,16.18081552,981.239992,228.1204061,1.640785082,0.116541061,0.089767015,0.050458584,Medium
Truck,Hybrid,2.082338902,11,154161,78.99610541,1.753432452,Rural,Free flow,18.71167268,40.89366016,5.342651573,968.8169193,216.5504435,1.139413964,0.1602946,0.058749515,0.073746927,Medium
Car,Diesel,3.317200762,1,218598,110.1145764,3.467267268,City,Moderate,7.213999598,71.92566957,7.286874115,987.1138897,140.4991249,1.119280901,0.129848803,0.094738919,0.068874496,Low
Motorcycle,Petrol,4.686710914,12,3877,113.591471,1.681150679,Rural,Moderate,9.392907001,92.73755316,1.739640598,1019.398317,242.5501841,1.195847496,0.027879678,0.046219042,0.073929713,Medium
Truck,Hybrid,3.263811108,0,84256,20.13591206,3.127367267,Rural,Heavy,34.5396252,81.20016438,1.932379688,1045.929943,186.7591693,1.035388331,0.125170427,0.098505646,0.086789634,Medium
Bus,Petrol,1.100791137,19,204284,31.41806619,1.218832858,City,Moderate,19.39512846,93.0664778,12.29086714,971.0536057,309.952227,1.740449993,0.045233374,0.064881837,0.034253455,High
Car,Electric,5.780506965,6,31818,97.3962384,1.334943506,Highway,Free flow,27.93881947,26.5934762,11.04459299,979.9829609,403.9174901,1.064149063,0.094697504,0.021107135,0.010658992,High
Truck,Diesel,5.702166459,27,230956,62.19357149,0.376127945,Rural,Heavy,23.66171987,11.85129709,5.848035528,950.2153571,362.3614986,1.232328708,0.084634993,0.060644565,0.014470209,High
Truck,Diesel,4.882985624,24,48555,54.3641482,2.100705761,Rural,Moderate,16.45078453,53.43495502,9.054751126,972.5304668,281.2798666,1.961614245,0.025895747,0.014709861,0.029652062,Medium
Motorcycle,Petrol,5.954905088,8,49421,85.27505429,3.0908726,Highway,Moderate,29.58555994,4.443042484,7.763955287,991.8451853,476.8716628,0.965108876,0.028829965,0.04960721,0.019918324,High
Bus,Diesel,3.631308131,27,26620,72.23099431,3.943974719,Highway,Heavy,38.5366453,67.45897689,13.90105833,996.1737405,138.7957658,0.455567025,0.159667007,0.070580634,0.035673234,Low
Car,Electric,5.806395421,25,17077,116.4856865,4.051742724,Rural,Moderate,38.3409777,24.00015233,17.2417805,976.6331491,337.9878829,1.169646491,0.119450536,0.02213241,0.06423023,High
Motorcycle,Hybrid,1.193146211,16,83335,70.07695827,4.962222248,City,Moderate,29.47260005,45.43500884,15.30204839,965.0322968,89.61895469,1.438780224,0.195003728,0.024780278,0.078967899,Low
Truck,Diesel,2.701539891,20,47285,55.91685916,0.438778629,City,Heavy,14.36648779,65.55618405,0.088152993,1006.306972,352.8558957,0.337818549,0.190767743,0.078606027,0.024067524,High
Truck,Diesel,1.971982594,22,148691,65.13808345,2.465683842,Highway,Moderate,-1.84205204,48.30953034,1.991069222,990.9189212,376.4011234,0.407764604,0.046220307,0.034497076,0.061757877,High
Car,Electric,1.818332037,12,69503,97.024778,2.606872877,City,Moderate,-7.776474551,23.60620606,8.587535601,992.6265875,402.1776272,0.14630031,0.17254882,0.086882086,0.090705936,High
Motorcycle,Diesel,1.532175334,22,57477,73.52100681,4.022667132,Highway,Moderate,1.572248418,88.037052,17.03597712,1039.498058,348.6919272,1.514321315,0.071954778,0.065283466,0.076863029,High
Bus,Electric,4.036550936,9,27488,77.64577097,1.331792578,Highway,Moderate,7.01289998,76.4535321,4.739483761,1006.14429,105.1798254,0.484069995,0.04270328,0.059205864,0.023966974,Low
Bus,Electric,4.86287365,15,78747,116.5726656,0.3468616,Rural,Heavy,-3.507519204,60.10724936,17.57904173,988.8339392,69.93161689,1.812060173,0.095831091,0.045549119,0.067868188,Low
Bus,Diesel,3.807151677,5,21169,74.20745813,1.568794051,Rural,Moderate,1.238266481,69.85402636,2.200273171,975.3789805,371.4177243,1.079337585,0.06418516,0.0963011,0.053065194,High
Car,Petrol,1.56420609,15,292517,45.6342298,4.919639145,Highway,Heavy,-5.822726772,41.53258976,1.452142477,992.8597705,409.2046815,1.914951542,0.106621666,0.066201567,0.032558521,High
Truck,Hybrid,5.017843604,10,32669,82.95912324,4.497205989,Highway,Heavy,16.1838486,37.58920964,18.26839394,1036.186845,64.6884856,0.827809919,0.133087728,0.017036949,0.057486195,Low
Car,Diesel,4.106964477,25,55277,79.13512764,1.976234805,City,Heavy,-3.684090441,16.01115757,3.23953852,1046.510005,117.4695537,1.916053939,0.067618161,0.046745818,0.02452908,Low
Motorcycle,Electric,2.818461672,19,55120,1.661716261,4.381359994,Rural,Moderate,27.1384315,80.35914874,9.275511633,987.7230765,405.6289276,1.957485943,0.113387756,0.021052991,0.038473974,High
Car,Electric,4.305477537,2,54235,56.07951561,0.163772421,Highway,Heavy,6.632488907,38.10442452,6.519140884,970.8982141,485.5227013,0.347070723,0.128884963,0.076116132,0.042300486,High
Car,Electric,2.151505892,27,15405,89.14843235,1.571020387,City,Free flow,23.60313571,69.23239745,2.952728693,1041.451966,284.2414632,0.337388512,0.127065483,0.032499653,0.040203119,Medium
Car,Electric,2.594999484,28,113307,59.88497493,3.63405924,City,Heavy,34.12597175,29.99419913,12.6422203,964.4437005,118.9903076,0.904667615,0.185654983,0.011471842,0.018239479,Low
Motorcycle,Hybrid,5.570926384,8,146919,93.55453631,1.107261255,Rural,Moderate,-5.699172873,79.59892601,19.27345428,979.7385258,194.5685084,0.886394507,0.133232492,0.099487725,0.047371077,Medium
Bus,Hybrid,2.310623429,14,23547,54.10604357,0.991954757,City,Free flow,39.45003937,10.52434113,13.16218894,970.414594,401.6404267,1.334846036,0.07319148,0.052486924,0.085833768,High
Truck,Electric,3.243938994,27,6575,117.9985917,4.30903773,Rural,Heavy,22.26216712,62.50141993,7.073973656,1006.582959,294.4515123,0.314041417,0.027961816,0.013140427,0.085475674,Medium
Motorcycle,Electric,5.428733914,12,135915,35.1469907,3.079769805,City,Free flow,-7.331703228,80.75947114,14.23593912,990.8641123,76.00783376,1.537021325,0.102490915,0.0509394,0.047869606,Low
Car,Petrol,4.480151021,9,224059,11.05471298,4.945113592,Rural,Moderate,5.700111596,66.0250246,2.864963109,978.7166351,188.7886803,0.527382735,0.119447727,0.03457471,0.011135073,Medium
Bus,Electric,1.123456776,19,276996,51.60141614,0.673348381,Rural,Moderate,34.31225745,69.61158067,11.60032621,1026.792812,388.7559904,0.386171364,0.115692669,0.075358983,0.062178236,High
Car,Electric,1.56597583,23,140229,65.00508298,1.780642036,Highway,Heavy,19.81168022,52.59889554,9.389148923,1016.411671,196.6015427,1.60959839,0.114528361,0.01068843,0.063623404,Medium
Car,Electric,0.840776272,12,87942,41.8912478,1.556066859,City,Heavy,4.361118362,55.90319971,7.199671428,1049.551147,244.5475109,0.25255973,0.081315963,0.022326248,0.087078411,Medium
Bus,Petrol,4.080793309,16,243892,29.07373921,4.400661189,City,Moderate,37.02472922,6.589343887,14.79134605,981.1988208,457.272173,1.452029511,0.191969588,0.041847208,0.085434381,High
Bus,Petrol,3.127901812,6,247610,80.64704297,1.2764826,Rural,Moderate,29.36262852,25.0803147,2.369742908,1034.528107,493.0893427,0.311175575,0.126462014,0.045705313,0.079738285,High
Truck,Hybrid,1.498229225,27,72968,45.25501198,1.767304988,Highway,Moderate,26.77692481,72.19287467,10.65580951,980.2507467,390.741124,1.50611365,0.052232966,0.053902082,0.087108671,High
Truck,Diesel,5.781257429,5,254686,75.76422349,0.714169378,Highway,Heavy,34.421356,94.54214221,17.08794653,950.9037358,158.0566036,1.60202256,0.011215848,0.041790053,0.03239222,Medium
Bus,Petrol,3.554230565,12,280981,93.48857383,3.877004913,Rural,Free flow,28.48899724,54.17809576,4.034203114,965.0897686,159.4157505,1.210861847,0.118333238,0.045882088,0.061046113,Medium
Car,Petrol,2.057845129,27,80684,91.32031533,1.18851642,City,Heavy,4.33691766,72.55913323,5.290824839,1000.847052,186.919675,0.768434541,0.151807533,0.053630033,0.094052404,Medium
Truck,Hybrid,3.40313857,16,117704,45.03711728,0.341601361,City,Moderate,19.19430378,68.35798706,13.21343586,1031.000934,122.2498514,0.548828665,0.030802723,0.093910804,0.057763536,Low
Truck,Electric,4.33402573,14,76730,68.14778747,2.175543663,City,Free flow,32.11430839,99.93843211,15.45173917,955.7412594,130.4746384,1.636936047,0.098593337,0.057418584,0.090016142,Low
Bus,Petrol,1.196443933,3,145891,53.95898693,1.95729062,Rural,Heavy,-0.957594664,79.5004439,5.666712028,1033.20146,165.1953284,0.302912949,0.194698605,0.048727081,0.091629095,Medium
Car,Electric,2.228459838,27,269548,104.4966303,0.888046022,Highway,Heavy,-1.848836025,62.76473338,7.197960171,1021.607439,346.9488257,1.951487851,0.103917115,0.014306067,0.016332387,High
Car,Hybrid,4.996220553,14,261644,105.4510176,0.667987799,Highway,Free flow,-2.051187621,11.51593157,14.79824966,953.4519083,325.611168,1.580327272,0.172173169,0.023476001,0.092391378,High
Motorcycle,Electric,3.190257326,13,14674,41.24898995,4.482786067,City,Free flow,-0.287236267,36.2662006,5.706473303,960.6295766,203.4057827,1.411716472,0.036720269,0.07814238,0.019106131,Medium
Bus,Hybrid,3.642201139,20,85923,11.00849375,0.339222433,Highway,Free flow,-4.838459219,25.06989555,13.32495009,957.5629963,138.5003867,1.978397443,0.095881854,0.096268265,0.046192477,Low
Car,Diesel,3.050643211,10,191735,20.109898,0.496554783,City,Heavy,31.881451,85.36756332,3.176695016,1017.8993,330.8098552,1.408584071,0.077145981,0.044518283,0.077673213,High
Car,Petrol,1.028279702,23,28037,44.04020906,1.225236406,City,Heavy,30.91591102,44.61730139,8.22620919,1006.102959,108.8930895,0.297528878,0.015368481,0.096578963,0.016360671,Low
Motorcycle,Electric,1.661898855,3,106086,67.70999457,4.764195948,Highway,Heavy,-2.431550407,53.5299667,13.77354419,985.8858294,115.8108603,0.71293805,0.109014935,0.039539044,0.045583253,Low
Bus,Electric,3.116816521,2,37982,78.81444132,0.426921248,Highway,Free flow,25.27685884,96.48232997,9.198091122,958.8311575,222.5150491,1.212307921,0.085760195,0.095690416,0.031115777,Medium
Motorcycle,Hybrid,1.88776442,1,267300,39.76452555,4.080074134,Highway,Moderate,21.34877796,83.66838017,0.384746967,989.2981507,305.3165629,1.193283045,0.126216559,0.064841413,0.073515105,High
Truck,Hybrid,1.059890949,19,38280,80.09989435,4.460260767,Rural,Heavy,3.809713281,78.98202602,8.127607142,1018.217307,377.7299524,0.119110992,0.113832523,0.012588498,0.088210659,High
Motorcycle,Electric,5.186978253,26,75324,112.528798,1.889338707,City,Heavy,1.368421685,14.22196544,5.766705818,959.3411733,359.141135,0.593959017,0.096159126,0.017034509,0.079074862,High
Car,Hybrid,5.902201152,9,60706,78.24169526,1.469471999,Rural,Moderate,2.529292764,2.276842234,2.025643657,1035.658495,220.3033376,1.498957796,0.029207403,0.098178807,0.059458651,Medium
Motorcycle,Petrol,4.924342945,29,210793,19.02782753,3.386888641,Rural,Free flow,26.53153041,12.55483559,0.182760233,956.2908617,344.5935539,1.353241752,0.094110571,0.03747196,0.08590727,High
Car,Diesel,5.239681593,12,215342,69.56026956,3.513173003,Rural,Free flow,5.965853317,74.02833306,0.910308031,1010.819376,145.1060783,1.805308184,0.194505282,0.011259777,0.087028263,Low
Car,Hybrid,2.058281078,19,141043,65.02746201,3.899885814,Rural,Heavy,3.897963881,41.07177978,18.98495315,968.9147703,272.1852412,1.924385355,0.062107998,0.017035405,0.054616208,Medium
Motorcycle,Petrol,5.795260273,28,43408,104.4840133,4.152833907,Rural,Moderate,-8.875945007,11.74695864,14.99638415,959.1639674,326.8750767,1.752097775,0.083143143,0.057685183,0.08694234,High
Truck,Hybrid,1.824013663,25,183094,42.03636663,1.34197728,Highway,Free flow,35.41182469,73.90195036,18.79483426,985.4971537,384.9826373,1.150960289,0.169879512,0.030567686,0.090289039,High
Truck,Hybrid,5.747435014,20,137559,50.75347321,3.434808009,City,Free flow,27.63520722,19.45840328,2.295677932,1016.692804,85.81512493,1.131639821,0.108808236,0.077870483,0.010763496,Low
Motorcycle,Electric,5.973060329,28,248670,71.83908666,0.674528621,City,Heavy,13.63918379,58.90433097,11.41019433,962.1052945,95.51357237,0.802040794,0.010387881,0.089593747,0.089226439,Low
Car,Diesel,4.50095859,22,20997,62.93103741,2.553656658,City,Heavy,37.14634602,74.15428208,1.665771301,997.5697324,83.23362568,1.807709773,0.112499841,0.042636935,0.014992029,Low
Motorcycle,Hybrid,5.901947405,24,80908,86.28199109,3.064434583,Rural,Heavy,4.676610589,60.80606248,0.536127824,990.6107116,295.9110622,1.678225249,0.175682835,0.072614585,0.036938851,Medium
Truck,Petrol,3.761606854,17,210042,4.846678909,0.808659683,Highway,Heavy,23.73525216,99.36365408,9.325622889,992.7454241,306.5246093,1.580107775,0.141170586,0.075246963,0.059891554,High
Motorcycle,Hybrid,2.149617273,20,164857,67.6219223,0.382532699,City,Moderate,5.257518884,43.41627206,12.92687095,1044.341675,54.95692494,1.57899445,0.153863529,0.052603777,0.031989782,Low
Truck,Diesel,3.072378605,15,234066,14.60062716,0.973731431,Rural,Free flow,5.728621276,31.18050876,1.271247218,984.9029902,345.5153995,1.712823328,0.017270685,0.033364242,0.088818653,High
Motorcycle,Hybrid,3.886516864,10,58676,37.8250791,2.102943739,Rural,Free flow,32.23545834,20.11966801,7.301194335,1049.162891,393.4960306,1.845901742,0.044043858,0.078204633,0.080943688,High
Truck,Electric,1.180024123,9,8373,79.39522338,4.439204889,Highway,Heavy,29.35109767,50.37796312,1.803340031,1003.839117,102.4744885,1.659972913,0.121181969,0.01457544,0.053580613,Low
Car,Diesel,4.036184976,8,161355,18.88970407,2.659572123,Highway,Moderate,4.705371533,85.24799403,7.242072838,1034.248089,201.797203,1.648578469,0.039086241,0.017433727,0.085354404,Medium
Truck,Diesel,5.902124751,11,186983,37.06102026,3.742464459,City,Heavy,-5.930524217,94.69151899,9.435913966,984.8864335,432.4874579,1.354598895,0.153235304,0.020533882,0.083578272,High
Truck,Petrol,1.788559779,29,94951,84.36077794,0.870722641,City,Heavy,7.87920698,97.20548729,6.750627706,958.4773821,359.240033,0.970404999,0.053112847,0.038623489,0.039644694,High
Car,Electric,4.921494605,28,288558,78.0966291,0.52989099,Highway,Moderate,28.00287677,53.13783385,11.52498049,958.4403647,187.089681,1.14669238,0.070423623,0.036842303,0.015814751,Medium
Bus,Petrol,5.521073728,18,83872,10.92476031,1.198086788,City,Moderate,-4.972781941,60.52603455,11.69180113,1007.414929,384.0092905,1.117099931,0.017914559,0.03859964,0.06330043,High
Bus,Diesel,5.707248283,0,135772,69.27221922,1.569402064,City,Moderate,23.60504324,58.15397647,6.658706656,1042.99158,449.2703911,1.665985608,0.09098804,0.018764189,0.080689554,High
Car,Hybrid,5.792705143,17,194301,17.67053543,2.740510094,City,Moderate,34.488163,46.59723954,7.791968322,957.1220819,189.1940254,0.605349848,0.058587192,0.047876708,0.093440054,Medium
Truck,Electric,3.511590121,13,144973,30.27256545,4.406216602,City,Moderate,-1.03864222,15.22398143,8.821312358,1018.91173,357.9276637,0.790000456,0.016302986,0.053500376,0.013337973,High
Car,Diesel,5.882001122,21,164500,55.10535344,2.130463084,Highway,Moderate,33.11021621,6.545868677,7.513066132,1006.325109,92.03874675,1.158633909,0.035438805,0.089387662,0.046372802,Low
Bus,Electric,4.738013077,20,166759,13.1216188,2.593990939,City,Free flow,-7.431805877,43.66378957,15.21295321,1015.225061,76.40730429,1.971406182,0.084557563,0.09362527,0.071522906,Low
Car,Petrol,1.640691468,0,291637,119.2376362,0.02306768,City,Heavy,23.3440129,18.61676953,2.79895008,971.5540956,313.8157943,1.02981062,0.075033095,0.039963909,0.051209307,High
Motorcycle,Diesel,3.279880554,16,125074,19.84434733,0.166560314,Rural,Moderate,29.55194602,88.66517451,17.1407086,957.0508512,271.5908162,0.340247677,0.173568236,0.096535035,0.030176001,Medium
Bus,Electric,4.535322112,10,51224,93.75751541,0.418846,Highway,Heavy,12.23830588,76.16999449,6.625020348,957.4728229,414.5397272,1.38073682,0.067531679,0.052796208,0.063520434,High
Car,Electric,2.086169642,19,293996,99.5806614,3.494970427,Highway,Free flow,0.186434741,61.8406704,14.47921708,974.6724778,401.1274672,1.271020282,0.088892266,0.085647566,0.08899597,High
Car,Hybrid,4.131198954,27,273076,119.3356764,2.430956844,Rural,Heavy,36.23647495,4.741197509,17.6755159,971.3639265,179.0130265,1.708525827,0.087630386,0.010574943,0.095013155,Medium
Truck,Hybrid,4.266322491,14,260346,51.43838614,0.964805993,Rural,Heavy,-9.00155657,62.22454142,17.74905403,962.6357609,280.518083,1.724272827,0.123797666,0.017425618,0.099340072,Medium
Truck,Diesel,1.646038668,3,295727,104.8913424,2.962997193,Highway,Free flow,17.75356146,62.10691987,9.0473014,976.4682961,390.0994499,0.592329854,0.181526084,0.048222237,0.044611708,High
Bus,Hybrid,3.738443625,14,250537,114.9047327,2.723060759,City,Free flow,8.642470435,43.92112577,5.132063158,1003.397369,171.9287312,0.186158252,0.138177994,0.045599461,0.028255579,Medium
Car,Electric,4.812459937,21,178350,20.74729739,0.443996509,City,Free flow,13.05285977,65.77529909,12.11520858,1044.951381,212.8826032,1.59153406,0.169293806,0.051635308,0.082576164,Medium
Car,Petrol,3.394257456,21,292009,57.53233069,3.202063864,Rural,Moderate,16.82825281,85.7914531,3.679260212,1042.226876,76.93856623,1.339524153,0.04555295,0.033809054,0.071930275,Low
Bus,Electric,0.862936207,25,143361,7.201298263,3.835774363,Rural,Moderate,16.73743111,75.79868539,15.81193744,977.1713642,108.7198677,0.368584991,0.169495994,0.061778947,0.077813783,Low
Bus,Electric,0.847000039,13,85549,74.48688144,1.432772039,Highway,Moderate,0.181183188,47.34342029,14.22689798,956.6209794,324.5991588,1.972523693,0.143029356,0.07652299,0.042750262,High
Truck,Electric,2.656552589,21,130768,69.76873882,3.43744431,Highway,Heavy,23.98511615,26.22844983,15.91281049,1049.563359,273.5380455,1.859262573,0.066032772,0.022133768,0.030090538,Medium
